crawled,title,href,字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9
1593742607,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/c1d8627b36cd77cax.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742607,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/c1d8627b36cd77cax.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742607,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/c1d8627b36cd77cax.htm,选配,-,-,-,标配,标配,标配/标配,标配,选配
1593742607,宁波奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nb/c1d8627b36cd77cax.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742607,郑州奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/0ffa2a3447f2ef95x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742607,郑州奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/0ffa2a3447f2ef95x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742607,郑州奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/0ffa2a3447f2ef95x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742607,郑州奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/0ffa2a3447f2ef95x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742607,郑州奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/0ffa2a3447f2ef95x.htm,标配,标配,-,-,标配,标配,标配/标配,标配,选配
1593742607,郑州奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zz/0ffa2a3447f2ef95x.htm,标配,选配,-,-,-,标配,选配,-,选配/-
1593742634,厦门奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xm/0a9b485c95c1c78bx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742634,厦门奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xm/0a9b485c95c1c78bx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742634,厦门奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xm/0a9b485c95c1c78bx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742634,厦门奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xm/0a9b485c95c1c78bx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742634,厦门奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xm/0a9b485c95c1c78bx.htm,标配,标配,-,-,标配,标配,标配/标配,标配,选配
1593742634,厦门奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/xm/0a9b485c95c1c78bx.htm,标配,选配,-,-,-,标配,选配,-,选配/-
1593742635,成都奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7fc4cda81c3e9967x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742635,成都奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7fc4cda81c3e9967x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742635,成都奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7fc4cda81c3e9967x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742635,成都奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7fc4cda81c3e9967x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742635,成都奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7fc4cda81c3e9967x.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742635,成都奥迪A3 2018款 30周年年型 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/cd/7fc4cda81c3e9967x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742662,赣州奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ganzhou/a5234069a2d36c1fx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742662,赣州奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ganzhou/a5234069a2d36c1fx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742662,赣州奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ganzhou/a5234069a2d36c1fx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742662,赣州奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ganzhou/a5234069a2d36c1fx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742662,赣州奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ganzhou/a5234069a2d36c1fx.htm,选配,-,-,-,标配,标配,标配/标配,标配,选配
1593742662,赣州奥迪A3 2019款 Sportback 35 TFSI 进取型 国V二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/ganzhou/a5234069a2d36c1fx.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742662,贵阳奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/gy/0ae34a019aab7b27x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742662,贵阳奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/gy/0ae34a019aab7b27x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742662,贵阳奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/gy/0ae34a019aab7b27x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742662,贵阳奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/gy/0ae34a019aab7b27x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742662,贵阳奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/gy/0ae34a019aab7b27x.htm,标配,标配,-,-,选配,标配,标配/标配,标配,选配
1593742662,贵阳奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/gy/0ae34a019aab7b27x.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742690,台州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/8252dcf75eb44b1cx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742690,台州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/8252dcf75eb44b1cx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国6
1593742690,台州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/8252dcf75eb44b1cx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742690,台州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/8252dcf75eb44b1cx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742690,台州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/8252dcf75eb44b1cx.htm,标配,-,-,-,标配,标配,标配/标配,标配,标配
1593742690,台州奥迪A3 2020款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zjtaizhou/8252dcf75eb44b1cx.htm,标配,标配,-,-,选配,标配,选配,-,选配/-
1593742690,泉州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/quanzhou/54bebb1d31deaddex.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742690,泉州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/quanzhou/54bebb1d31deaddex.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742690,泉州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/quanzhou/54bebb1d31deaddex.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742690,泉州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/quanzhou/54bebb1d31deaddex.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742690,泉州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/quanzhou/54bebb1d31deaddex.htm,选配,-,-,-,标配,标配,标配/标配,标配,选配
1593742690,泉州奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/quanzhou/54bebb1d31deaddex.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742717,淄博奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0b673bfde7c60fa8x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742717,淄博奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0b673bfde7c60fa8x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742717,淄博奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0b673bfde7c60fa8x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742717,淄博奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0b673bfde7c60fa8x.htm,标配/标配,标配/-,标配/标配,-,标配,标配,-,标配,标配
1593742717,淄博奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0b673bfde7c60fa8x.htm,标配,标配,-,-,-,标配,标配/标配,标配,-
1593742717,淄博奥迪A3 2015款 Sportback 35 TFSI 百万纪念智领型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/zibo/0b673bfde7c60fa8x.htm,标配,-,-,手动,-,标配,-,-,-/-
1593742717,北京二手奥迪A3 2019款 Sportback 35 TFSI 风尚型 国V_北京顺义二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f8f3138bf52f412cx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742717,北京二手奥迪A3 2019款 Sportback 35 TFSI 风尚型 国V_北京顺义二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f8f3138bf52f412cx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742717,北京二手奥迪A3 2019款 Sportback 35 TFSI 风尚型 国V_北京顺义二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f8f3138bf52f412cx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593742717,北京二手奥迪A3 2019款 Sportback 35 TFSI 风尚型 国V_北京顺义二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f8f3138bf52f412cx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742717,北京二手奥迪A3 2019款 Sportback 35 TFSI 风尚型 国V_北京顺义二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f8f3138bf52f412cx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742717,北京二手奥迪A3 2019款 Sportback 35 TFSI 风尚型 国V_北京顺义二手车交易市场-瓜子二手车,https://www.guazi.com/bj/f8f3138bf52f412cx.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593742745,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/95ccfd60945d422fx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742745,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/95ccfd60945d422fx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742745,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/95ccfd60945d422fx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593742745,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/95ccfd60945d422fx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742745,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/95ccfd60945d422fx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742745,南京奥迪A3 2018款 30周年年型 Sportback 35 TFSI 风尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/nj/95ccfd60945d422fx.htm,标配,选配,-,自动,选配,标配,标配,标配,选配/-
1593742745,金华奥迪A3 2019款 Sportback 35 TFSI 运动型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/4871648329c4f2edx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742745,金华奥迪A3 2019款 Sportback 35 TFSI 运动型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/4871648329c4f2edx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国6
1593742745,金华奥迪A3 2019款 Sportback 35 TFSI 运动型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/4871648329c4f2edx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/40 R18,225/40 R18
1593742745,金华奥迪A3 2019款 Sportback 35 TFSI 运动型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/4871648329c4f2edx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742745,金华奥迪A3 2019款 Sportback 35 TFSI 运动型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/4871648329c4f2edx.htm,标配,-,-,-,标配,标配,标配/标配,标配,选配
1593742745,金华奥迪A3 2019款 Sportback 35 TFSI 运动型 国VI二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/4871648329c4f2edx.htm,标配,选配,-,自动,选配,标配,标配,-,选配/-
1593742772,金华奥迪A3 2020款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/fc3ca97eb0c4c1eex.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742772,金华奥迪A3 2020款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/fc3ca97eb0c4c1eex.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国6
1593742772,金华奥迪A3 2020款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/fc3ca97eb0c4c1eex.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742772,金华奥迪A3 2020款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/fc3ca97eb0c4c1eex.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742772,金华奥迪A3 2020款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/fc3ca97eb0c4c1eex.htm,选配,-,-,-,标配,标配,标配/标配,标配,标配
1593742772,金华奥迪A3 2020款 Sportback 35 TFSI 进取型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/jinhua/fc3ca97eb0c4c1eex.htm,标配,标配,-,-,选配,标配,选配,-,选配/-
1593742773,上海奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/3e956502f2f90943x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742773,上海奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/3e956502f2f90943x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742773,上海奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/3e956502f2f90943x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742773,上海奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/3e956502f2f90943x.htm,标配/标配,标配/选配,标配/-,标配,标配,标配,选配,标配,标配
1593742773,上海奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/3e956502f2f90943x.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593742773,上海奥迪A3 2014款 Sportback 35 TFSI 自动舒适型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/sh/3e956502f2f90943x.htm,标配,选配,-,自动,选配,标配,选配,标配,选配/-
1593742800,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/af9295c7b06d45cfx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4312/1785/1426,2629,380-1220,1340
1593742800,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/af9295c7b06d45cfx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742800,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/af9295c7b06d45cfx.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742800,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/af9295c7b06d45cfx.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,-,标配,标配
1593742800,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/af9295c7b06d45cfx.htm,选配,-,-,-,标配,标配,标配/标配,标配,选配
1593742800,北京二手奥迪A3 2018款 30周年年型 Sportback 35 TFSI 进取型_北京丰台二手车交易市场-瓜子二手车,https://www.guazi.com/bj/af9295c7b06d45cfx.htm,标配,选配,-,-,选配,标配,选配,-,选配/-
1593742800,武汉奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/wh/bbc78071b289b5a1x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4321/1785/1426,2629,380-1220,1340
1593742800,武汉奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/wh/bbc78071b289b5a1x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国5
1593742800,武汉奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/wh/bbc78071b289b5a1x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/45 R17,225/45 R17
1593742800,武汉奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/wh/bbc78071b289b5a1x.htm,标配/标配,标配/选配,标配/标配,标配,标配,标配,选配,标配,标配
1593742800,武汉奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/wh/bbc78071b289b5a1x.htm,标配,标配,-,-,标配,标配,标配/标配,标配,选配
1593742800,武汉奥迪A3 2017款 Sportback 35 TFSI 时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/wh/bbc78071b289b5a1x.htm,标配,选配,-,-,-,标配,选配,-,选配/-
1593742827,佛山奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/foshan/5b9987ad28aa0f00x.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1441,2629,380-1220,1340
1593742827,佛山奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/foshan/5b9987ad28aa0f00x.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
1593742827,佛山奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/foshan/5b9987ad28aa0f00x.htm,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16
1593742827,佛山奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/foshan/5b9987ad28aa0f00x.htm,标配/标配,标配/选配,标配/-,选配,标配,标配,选配,标配,标配
1593742827,佛山奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/foshan/5b9987ad28aa0f00x.htm,标配,-,-,-,选配,标配,标配/标配,标配,选配
1593742827,佛山奥迪A3 2014款 Sportback 35 TFSI 自动时尚型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/foshan/5b9987ad28aa0f00x.htm,选配,选配,-,-,选配,标配,选配,-,选配/-
1593742828,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/ab715ede3b636a4cx.htm,一汽-大众奥迪,紧凑型车,1.4T/150马力/L4,7挡双离合,5门5座两厢车,4319/1785/1426,2629,380-1220,1340
1593742828,大连奥迪A3 2016款 Sportback 35 TFSI 领英型二手车【价格 图片 报价 多少钱】_瓜子二手车,https://www.guazi.com/dl/ab715ede3b636a4cx.htm,1.4,涡轮增压,4缸,150,250,汽油,95号,直喷,国4(国5)
